,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
1862,Maruti S PRESSO,2020,21656,1,PETROL,GJ-04,Manual,HatchBack,414000
1863,Hyundai Elite i20,2019,71277,1,PETROL,TS-08,Manual,HatchBack,682000
1864,Maruti Ciaz,2022,76165,1,DIESEL,TN-04,Automatic,Sedan,932000
1865,Maruti Swift,2013,61249,1,PETROL,GJ-01,Manual,HatchBack,402000
1866,Skoda Octavia,2017,125006,1,DIESEL,MH-04,Automatic,Lux_sedan,1267000
1867,Honda Amaze,2019,17763,1,PETROL,DL-3C,Manual,Sedan,397000
1868,Tata NEXON,2021,24093,1,PETROL,HR-98,Manual,SUV,941000
1869,Maruti Alto K10,2019,56506,1,CNG,HR-26,Manual,HatchBack,378000
1870,Hyundai Creta,2016,87976,1,PETROL,DL-8C,Manual,SUV,776000
1871,Renault Kwid,2019,11722,1,PETROL,TN-11,Manual,HatchBack,403000
1872,Maruti Swift,2019,64660,1,PETROL,TN-07,Manual,HatchBack,641000
1873,Hyundai NEW SANTRO,2022,25586,1,CNG,UP-32,Manual,HatchBack,564000
1874,Maruti S PRESSO,2021,25844,1,PETROL,UP-32,Manual,HatchBack,426000
1875,Honda City,2015,96488,2,PETROL,KA-12,Manual,Sedan,520000
1876,Maruti Celerio,2018,23079,2,PETROL,KA-51,Manual,HatchBack,493000
1877,Maruti Swift Dzire,2010,80183,3,PETROL,MH-04,Manual,Sedan,287000
1878,Hyundai Elite i20,2018,27933,1,PETROL,MH-01,Manual,HatchBack,628000
1879,Maruti Celerio,2017,35381,1,PETROL,HR-26,Automatic,HatchBack,480000
1880,Maruti Dzire,2017,84712,1,PETROL,HR-26,Manual,Sedan,508000
1881,Maruti Ciaz,2015,75168,3,DIESEL,TN-01,Manual,Sedan,395000
1882,Ford Ecosport,2018,73059,1,DIESEL,PB-10,Manual,SUV,676000
1883,Toyota Etios Liva,2013,84319,2,DIESEL,KA-05,Manual,HatchBack,435000
1884,Renault Kwid,2021,24619,2,PETROL,TN-14,Automatic,HatchBack,531000
1885,Maruti Alto 800,2017,44990,2,PETROL,TS-07,Manual,HatchBack,300000
1886,Hyundai Elite i20,2018,97326,1,PETROL,TN-11,Manual,HatchBack,601000
1887,Hyundai Elite i20,2016,51264,2,PETROL,MH-05,Manual,HatchBack,550000
1888,Hyundai Verna,2012,105524,2,CNG,HR-26,Manual,Sedan,335600
1889,Maruti Celerio,2021,17929,1,PETROL,TS-08,Manual,HatchBack,533000
1890,Hyundai i10,2014,45798,1,PETROL,KA-19,Manual,HatchBack,333000
1891,Maruti Wagon R 1.0,2015,27588,1,PETROL,MP-19,Manual,HatchBack,372000
1892,Hyundai Verna,2016,65780,1,PETROL,TS-07,Manual,Sedan,643000
1893,Renault TRIBER,2020,25264,2,PETROL,MH-12,Automatic,SUV,673000
1894,Maruti Swift,2014,113521,1,PETROL,,Manual,HatchBack,488000
1895,Maruti Celerio,2017,66709,1,CNG,MH-43,Manual,HatchBack,460000
1896,Hyundai Creta,2019,54683,1,PETROL,DL-12,Automatic,SUV,1186000
1897,Renault Kwid,2019,47008,1,PETROL,MH-12,Manual,HatchBack,407000
1898,Tata NEXON,2021,21344,1,DIESEL,BR-06,Manual,SUV,849000
1899,Hyundai Creta,2019,80459,1,DIESEL,UP-14,Automatic,SUV,1100000
1900,Renault Duster,2020,49264,1,PETROL,TN-29,Automatic,SUV,972000
1901,Hyundai Elite i20,2019,49409,1,PETROL,UP-32,Manual,HatchBack,593000
1902,Toyota YARIS,2021,86630,2,PETROL,DL-9C,Manual,Sedan,431000
1903,Hyundai i10,2012,35101,3,PETROL,KL-07,Automatic,HatchBack,348000
1904,Ford FREESTYLE,2018,34380,1,PETROL,KA-05,Manual,SUV,653000
1905,Maruti Vitara Brezza,2019,77461,1,DIESEL,TN-74,Manual,SUV,803000
1906,Tata NEXON,2018,59599,1,DIESEL,HR-36,Manual,SUV,657000
1907,Hyundai i10,2011,70117,2,PETROL,MH-12,Manual,HatchBack,245000
1908,Maruti Wagon R 1.0,2018,52286,1,PETROL,UP-42,Manual,HatchBack,391000
1909,Hyundai Elite i20,2016,54708,1,PETROL,TS-08,Manual,HatchBack,694000
1910,Maruti Ciaz,2017,104073,2,PETROL,,Manual,Sedan,623000
1911,Hyundai Grand i10,2017,36405,1,PETROL,UP-32,Automatic,HatchBack,542000
1912,Hyundai Eon,2015,82273,1,PETROL,MH-12,Manual,HatchBack,271000
1913,Honda City,2018,47802,1,PETROL,MH-14,Automatic,Sedan,934000
1914,Maruti Alto K10,2018,66802,1,PETROL,GJ-01,Manual,HatchBack,342000
1915,Maruti Celerio,2019,89573,1,CNG,MH-14,Manual,HatchBack,501700
1916,Maruti Dzire,2018,56873,1,PETROL,UP-16,Manual,Sedan,317000
1917,Maruti Dzire,2017,79240,1,DIESEL,MH-14,Automatic,Sedan,771000
1918,Datsun Redi Go,2018,37399,1,PETROL,HR-51,Automatic,HatchBack,388000
1919,Maruti Baleno,2018,52948,1,DIESEL,HR-29,Manual,HatchBack,581000
1920,Renault Kwid,2018,96475,1,PETROL,TS-29,Manual,HatchBack,373000
1921,Maruti Swift Dzire,2013,50493,1,PETROL,MH-01,Manual,Sedan,417000
1922,Maruti Swift,2015,92777,1,DIESEL,WB-24,Manual,HatchBack,389000
1923,Maruti A Star,2011,56992,1,PETROL,RJ-14,Automatic,HatchBack,269000
1924,Volkswagen Polo,2012,99913,1,DIESEL,MH-01,Manual,HatchBack,306000
1925,Maruti Baleno,2019,29679,1,PETROL,UP-14,Manual,HatchBack,639000
1926,Hyundai NEW SANTRO,2019,68865,1,CNG,DL-3C,Manual,HatchBack,478000
1927,Nissan MAGNITE,2021,16936,1,PETROL,MH-04,Manual,SUV,739000
1928,Maruti Alto,2012,64934,2,PETROL,AP-11,Manual,HatchBack,205000
1929,Maruti Baleno,2017,54407,1,PETROL,HR-26,Manual,HatchBack,564000
1930,Maruti Swift Dzire,2012,48563,2,PETROL,GJ-06,Manual,Sedan,578000
1931,Maruti Ciaz,2016,56282,1,PETROL,DL-2C,Manual,Sedan,618000
1932,Maruti New Wagon-R,2019,21779,1,CNG,DL-2C,Manual,HatchBack,576000
1933,Toyota Glanza,2021,58508,1,PETROL,RJ-23,Manual,HatchBack,708000
1934,Hyundai Grand i10,2015,54592,1,PETROL,KA-05,Manual,HatchBack,512000
1935,Mahindra Thar,2017,63510,1,DIESEL,UP-16,Manual,SUV,685000
1936,Hyundai NEW SANTRO,2018,70698,1,PETROL,MP-09,Manual,HatchBack,514000
1937,Renault Kwid,2021,15512,2,PETROL,KA-51,Manual,HatchBack,467000
1938,Mahindra Kuv100,2016,90022,1,PETROL,MH-20,Manual,SUV,366000
1939,Hyundai NEW I20,2022,7271,1,PETROL,CH-01,Manual,HatchBack,938000
1940,Tata Tiago,2018,91442,1,PETROL,GJ-01,Automatic,HatchBack,498000
1941,Volkswagen Polo,2018,56919,1,PETROL,TS-04,Manual,HatchBack,623000
1942,Maruti Celerio,2018,117924,1,PETROL,,Automatic,HatchBack,495000
1943,Datsun Go,2019,25591,1,PETROL,MP-41,Manual,HatchBack,420000
1944,Renault Duster,2014,52550,1,DIESEL,MH-02,Manual,SUV,625000
1945,Maruti Celerio,2017,22308,2,PETROL,KA-05,Automatic,HatchBack,478000
1946,Tata Tiago,2019,13083,2,PETROL,TS-07,Manual,HatchBack,611000
1947,Maruti Wagon R 1.0,2016,91935,1,PETROL,TS-07,Manual,HatchBack,407000
1948,Hyundai Grand i10,2019,34005,1,PETROL,GJ-01,Manual,HatchBack,566000
1949,Hyundai Grand i10,2015,35537,3,PETROL,RJ-14,Automatic,HatchBack,422000
1950,Renault Kwid,2019,26039,1,PETROL,KA-50,Manual,HatchBack,472000
1951,Maruti New Wagon-R,2020,64212,1,CNG,TS-07,Manual,HatchBack,592000
1952,Tata NEXON,2021,3948,1,PETROL,GJ-38,Automatic,SUV,952000
1953,Maruti Ciaz,2021,95356,2,PETROL,WB-08,Manual,Sedan,345000
1954,Maruti Ciaz,2020,68433,1,PETROL,PB-91,Manual,Sedan,714000
1955,Hyundai Elite i20,2015,94059,2,PETROL,MH-46,Manual,HatchBack,497000
1956,Hyundai New Elantra,2019,37428,2,PETROL,GJ-18,Automatic,Lux_sedan,1539000
1957,Maruti Alto K10,2013,85808,1,PETROL,KL-22,Manual,HatchBack,243000
1958,Maruti Wagon R 1.0,2016,64642,1,PETROL,DL-2C,Manual,HatchBack,359000
1959,Maruti New Wagon-R,2021,61651,1,CNG,MH-05,Manual,HatchBack,558000
1960,Hyundai i10,2012,21063,1,PETROL,UP-14,Manual,HatchBack,257000
1961,Hyundai NEW SANTRO,2020,38751,1,CNG,MH-12,Manual,HatchBack,573000
1962,Hyundai Elite i20,2019,18784,1,PETROL,MH-14,Manual,HatchBack,711000
1963,Nissan Micra,2017,31476,1,PETROL,KA-03,Automatic,HatchBack,545000
1964,Honda WR-V,2017,30033,1,PETROL,TN-06,Manual,SUV,798000
1965,Toyota YARIS,2018,18326,1,PETROL,PB-70,Manual,Sedan,733000
1966,Datsun Redi Go,2017,29220,1,PETROL,PB-10,Manual,HatchBack,219000
1967,Maruti Alto K10,2012,92682,2,PETROL,KL-02,Manual,HatchBack,206000
1968,Renault Kwid,2016,48652,2,PETROL,TS-07,Manual,HatchBack,299000
1969,Mahindra XUV500,2018,83294,2,DIESEL,HR-26,Manual,Lux_SUV,1086000
1970,Maruti Dzire,2017,78566,1,PETROL,TS-08,Automatic,Sedan,726000
1971,Tata Tiago,2017,51405,3,PETROL,KA-19,Manual,HatchBack,423000
1972,Maruti Baleno,2016,34820,2,CNG,MH-14,Automatic,HatchBack,610000
1973,Mahindra BOLERO NEO,2021,63146,1,DIESEL,UP-32,Manual,SUV,833000
1974,Hyundai NEW SANTRO,2018,76855,2,PETROL,KA-05,Automatic,HatchBack,499000
1975,Renault Kiger,2021,13808,1,PETROL,TN-03,Manual,HatchBack,837000
1976,Maruti IGNIS,2019,30098,1,PETROL,TN-09,Manual,HatchBack,539000
1977,Honda City,2017,69587,1,PETROL,KA-05,Manual,Sedan,680000
1978,Maruti Baleno,2016,62894,2,PETROL,KA-51,Automatic,HatchBack,602000
1979,Maruti Celerio,2016,30940,2,PETROL,MH-47,Automatic,HatchBack,336000
1980,Honda WR-V,2017,71649,1,DIESEL,MH-12,Manual,SUV,809000
1981,Ford Ecosport,2018,59589,1,DIESEL,MH-47,Manual,SUV,794000
1982,Honda City,2020,102002,1,DIESEL,TN-73,Manual,Sedan,478700
1983,Honda City,2021,33789,1,PETROL,UP-16,Automatic,Sedan,1387000
1984,Honda Jazz,2018,29151,2,PETROL,GJ-01,Manual,HatchBack,513000
1985,Volkswagen Polo,2016,81031,1,PETROL,UP-32,Manual,HatchBack,378000
1986,Maruti Wagon R 1.0,2017,55676,2,PETROL,TN-01,Manual,HatchBack,423000
1987,Maruti Celerio,2017,120703,2,PETROL,,Automatic,HatchBack,407000
1988,Maruti Swift,2021,42516,1,PETROL,TN-85,Manual,HatchBack,660000
1989,Datsun Go Plus,2018,23154,1,PETROL,TN-56,Manual,HatchBack,414000
1990,Renault Kwid,2019,38825,1,PETROL,WB-02,Manual,HatchBack,392000
1991,Hyundai GRAND I10 NIOS,2021,50380,1,CNG,DL-9C,Manual,HatchBack,644000
1992,Toyota YARIS,2018,17875,2,PETROL,KA-42,Manual,Sedan,1015000
1993,Hyundai Grand i10,2016,56022,1,PETROL,TS-07,Manual,HatchBack,502000
1994,Hyundai Creta,2019,48657,1,PETROL,HR-26,Manual,SUV,1007000
1995,Maruti Dzire,2019,22797,1,PETROL,UP-78,Manual,Sedan,782000
1996,Maruti Wagon R 1.0,2015,74759,1,PETROL,MH-05,Manual,HatchBack,342000
1997,Hyundai i10,2010,62726,1,PETROL,KA-03,Manual,HatchBack,276000
1998,Maruti Baleno,2018,29314,1,PETROL,WB-02,Manual,HatchBack,523000
1999,Maruti Swift,2012,51873,2,PETROL,GJ-06,Manual,HatchBack,367000
2000,Maruti Alto K10,2015,46499,2,PETROL,PB-09,Manual,HatchBack,261000
2001,Maruti Wagon R 1.0,2016,40561,2,CNG,MH-46,Automatic,HatchBack,379000
2002,Honda City,2014,50161,1,PETROL,WB-02,Manual,Sedan,408000
2003,Maruti Vitara Brezza,2018,89047,1,DIESEL,HR-26,Manual,SUV,574000
2004,Maruti Celerio,2019,30109,2,PETROL,TN-14,Automatic,HatchBack,492000
2005,Maruti Swift Dzire,2014,24316,1,PETROL,TN-22,Manual,Sedan,760000
2006,Honda City,2019,68382,1,PETROL,CH-01,Manual,Sedan,565000
2007,Honda WR-V,2018,13826,2,PETROL,MH-01,Manual,SUV,711000
2008,Hyundai Verna,2017,109832,2,PETROL,,Manual,Sedan,525000
2009,Maruti New Wagon-R,2021,63818,1,CNG,HR-26,Manual,HatchBack,564200
2010,Hyundai i20,2013,91983,2,PETROL,DL-3C,Manual,HatchBack,297000
2011,Hyundai Grand i10,2015,40751,1,PETROL,KA-51,Manual,HatchBack,524000
2012,Skoda Rapid,2017,104774,1,DIESEL,UP-32,Manual,Sedan,687800
2013,KIA SONET,2020,56330,1,PETROL,TS-08,Automatic,SUV,1138000
2014,Maruti Alto,2021,14771,1,PETROL,KA-03,Manual,HatchBack,463000
2015,Hyundai NEW I20,2021,51220,1,PETROL,MH-06,Manual,HatchBack,814000
2016,Tata Tiago,2017,46667,2,PETROL,TN-13,Automatic,HatchBack,488000
2017,Maruti Swift Dzire,2017,54838,1,PETROL,MH-01,Manual,Sedan,348000
2018,Hyundai i10,2012,75621,1,PETROL,UP-16,Manual,HatchBack,253000
2019,Maruti Alto K10,2018,3504,1,PETROL,MH-03,Manual,HatchBack,366000
2020,Maruti Wagon R 1.0,2013,46873,1,PETROL,WB-02,Manual,HatchBack,216000
2021,Maruti Swift Dzire,2015,37158,1,PETROL,UP-16,Automatic,Sedan,712000
2022,Hyundai Grand i10,2015,43785,1,PETROL,HR-30,Manual,HatchBack,378000
2023,Hyundai Grand i10,2016,22977,1,PETROL,KA-51,Manual,HatchBack,527000
2024,Maruti S PRESSO,2022,10592,1,PETROL,PB-08,Manual,HatchBack,469000
2025,Maruti Alto K10,2015,46720,2,PETROL,KA-03,Manual,HatchBack,334000
2026,Maruti Swift Dzire,2013,51515,1,PETROL,UP-14,Manual,Sedan,357000
2027,Honda Jazz,2021,7171,1,PETROL,MH-14,Manual,HatchBack,860000
2028,Maruti Vitara Brezza,2019,54125,2,DIESEL,HR-26,Automatic,SUV,746000
2029,Hyundai Elite i20,2016,53789,1,PETROL,KA-53,Manual,HatchBack,706000
2030,Honda City,2018,36212,1,PETROL,GJ-02,Automatic,Sedan,1186000
2031,Hyundai Creta,2022,2747,1,PETROL,BR-01,Manual,SUV,1150000
2032,Maruti Dzire,2019,24495,2,PETROL,DL-2C,Manual,Sedan,593000
2033,Maruti Ciaz,2018,50946,2,PETROL,HR-26,Manual,Sedan,659000
2034,Maruti Swift Dzire,2012,57606,1,DIESEL,MH-03,Manual,Sedan,860000
2035,Maruti Baleno,2020,63060,1,PETROL,GJ-06,Manual,HatchBack,605000
2036,Maruti Swift,2013,43278,1,PETROL,GJ-06,Manual,HatchBack,402000
2037,Maruti New Wagon-R,2019,90671,1,CNG,HR-29,Manual,HatchBack,476000
2038,Hyundai i20,2014,53014,1,PETROL,GJ-13,Manual,HatchBack,429000
2039,Maruti Swift Dzire,2013,59301,1,PETROL,DL-9C,Manual,Sedan,358000
2040,Honda Amaze,2019,25928,1,PETROL,GJ-06,Automatic,Sedan,872000
2041,Maruti Wagon R 1.0,2017,88004,1,PETROL,TN-18,Manual,HatchBack,441000
2042,Maruti Wagon R 1.0,2011,45040,2,CNG,DL-8C,Manual,HatchBack,234000
2043,Maruti IGNIS,2017,81135,2,DIESEL,TS-09,Automatic,HatchBack,596000
2044,Maruti S Cross,2021,22273,1,PETROL,UP-32,Manual,SUV,795000
2045,Maruti Swift,2010,66354,1,PETROL,DL-9C,Manual,HatchBack,178000
2046,Renault Kiger,2021,17210,1,PETROL,DL-3C,Automatic,HatchBack,922000
2047,Maruti Baleno,2016,72160,1,PETROL,MH-48,Manual,HatchBack,530000
2048,Tata Tiago,2018,54154,1,PETROL,KA-59,Automatic,HatchBack,565000
2049,Maruti S Cross,2021,17916,1,PETROL,UP-85,Manual,SUV,839000
2050,Hyundai Grand i10,2018,61598,2,PETROL,KA-53,Manual,HatchBack,517000
2051,Renault TRIBER,2022,39316,1,PETROL,TS-08,Manual,SUV,687000
2052,Maruti Celerio,2016,24189,2,PETROL,TS-07,Automatic,HatchBack,447000
2053,Hyundai Grand i10,2014,76853,1,PETROL,KA-19,Manual,HatchBack,416000
2054,Jeep Compass,2019,23690,1,PETROL,DL-3C,Automatic,Lux_SUV,1645000
2055,Renault Kwid,2018,37418,2,PETROL,KA-53,Manual,HatchBack,402000
2056,Maruti Swift,2015,74704,1,DIESEL,MH-14,Manual,HatchBack,613000
2057,Ford Ecosport,2019,87938,1,DIESEL,BR-01,Manual,SUV,741000
2058,Hyundai i10,2012,48223,2,PETROL,DL-7C,Manual,HatchBack,213000
2059,Maruti Swift Dzire,2013,108714,3,PETROL,,Manual,Sedan,522000
2060,Hyundai GRAND I10 NIOS,2021,77450,1,CNG,UP-32,Manual,HatchBack,655000
2061,Hyundai i20,2012,68907,2,PETROL,DL-3C,Manual,HatchBack,290000
2062,Maruti Swift,2015,58464,2,PETROL,MH-12,Manual,HatchBack,457000
2063,Renault Kwid,2019,12153,1,PETROL,DL-12,Manual,HatchBack,444000
2064,Hyundai Grand i10,2017,28749,1,PETROL,DL-8C,Manual,HatchBack,494000
2065,Maruti Baleno,2019,15551,1,PETROL,MH-12,Manual,HatchBack,701000
2066,Hyundai i10,2012,52842,2,PETROL,MH-06,Manual,HatchBack,257000
2067,Renault Kwid,2019,16926,2,PETROL,KA-20,Manual,HatchBack,440000
2068,Maruti Baleno,2019,28991,1,PETROL,DL-2C,Manual,HatchBack,567000
2069,Hyundai Verna,2018,31426,1,PETROL,UP-78,Manual,Sedan,824000
2070,Maruti Wagon R 1.0,2017,38035,1,PETROL,GJ-19,Automatic,HatchBack,404000
2071,Maruti Swift Dzire,2014,101543,1,PETROL,,Manual,Sedan,456000
2072,Honda City,2018,43692,1,PETROL,MH-47,Automatic,Sedan,802000
2073,Jeep Compass,2017,89464,1,DIESEL,TS-08,Manual,Lux_SUV,1103000
2074,Hyundai Verna,2013,75251,1,DIESEL,GJ-03,Manual,Sedan,719000
2075,Maruti Baleno,2016,58515,1,PETROL,DL-8C,Manual,HatchBack,434000
2076,Maruti Swift,2020,57109,1,PETROL,GJ-27,Manual,HatchBack,592000
2077,Honda WR-V,2019,38273,2,PETROL,UP-85,Manual,SUV,675200
2078,Maruti Alto K10,2016,51825,1,PETROL,TN-10,Manual,HatchBack,306000
2079,Maruti Alto 800,2016,37125,1,PETROL,MH-31,Manual,HatchBack,283000
2080,Renault Captur,2018,68132,1,DIESEL,WB-02,Manual,SUV,732000
2081,Honda Amaze,2018,120112,2,DIESEL,MH-18,Manual,Sedan,534000
2082,Honda Amaze,2021,71423,1,PETROL,KA-53,Manual,Sedan,615000
2083,Maruti XL6,2019,19675,2,PETROL,GJ-21,Automatic,SUV,1027000
2084,Tata TIGOR,2018,59296,2,DIESEL,KA-53,Manual,Sedan,656000
2085,KIA SELTOS,2020,17415,1,PETROL,MH-02,Automatic,SUV,1717000
2086,Hyundai i10,2010,81176,2,PETROL,CH-01,Manual,HatchBack,170000
2087,Renault Kiger,2021,17632,1,PETROL,UP-62,Manual,HatchBack,778000
2088,Hyundai NEW SANTRO,2020,40817,2,PETROL,TS-08,Automatic,HatchBack,591000
2089,Maruti Alto,2020,28867,1,PETROL,TN-18,Manual,HatchBack,376000
2090,Maruti Celerio,2014,65187,1,PETROL,UP-78,Automatic,HatchBack,310000
2091,Hyundai Verna,2018,87503,1,DIESEL,MH-04,Manual,Sedan,500000
2092,Renault Kwid,2018,30209,1,PETROL,GJ-05,Manual,HatchBack,330000
2093,Hyundai Creta,2018,58057,2,DIESEL,UP-16,Automatic,SUV,1007000
2094,Maruti S Cross,2016,122542,1,DIESEL,MH-05,Manual,SUV,627000
2095,Maruti Baleno,2016,40188,1,PETROL,GJ-01,Manual,HatchBack,497000
2096,Hyundai Eon,2018,33366,1,CNG,GJ-04,Manual,HatchBack,372000
2097,Maruti Vitara Brezza,2017,44726,1,DIESEL,UP-78,Manual,SUV,648000
2098,Hyundai i10,2010,104950,1,PETROL,,Manual,HatchBack,227000
2099,Tata ALTROZ,2021,3895,1,PETROL,TN-12,Manual,HatchBack,753000
2100,Maruti Dzire,2018,74169,1,PETROL,DL-4C,Automatic,Sedan,676000
2101,Hyundai Grand i10,2017,68757,2,PETROL,TN-04,Manual,HatchBack,505000
2102,Skoda Rapid,2020,49220,1,PETROL,UP-78,Manual,Sedan,490000
2103,Renault Kwid,2017,51426,1,PETROL,TN-85,Manual,HatchBack,351000
2104,Maruti Swift,2016,61881,1,PETROL,TS-13,Manual,HatchBack,550000
2105,Maruti Dzire,2018,31458,2,PETROL,KA-03,Automatic,Sedan,601000
2106,KIA SONET,2022,5120,1,PETROL,GJ-01,Manual,SUV,1244000
2107,Maruti Ciaz,2018,69846,2,PETROL,KA-01,Automatic,Sedan,589000
2108,Maruti Alto,2010,244253,1,PETROL,,Manual,HatchBack,192000
2109,Skoda Rapid,2012,20752,1,PETROL,DL-4C,Manual,Sedan,578000
2110,Maruti Dzire,2017,80140,1,PETROL,KL-43,Manual,Sedan,608000
2111,Maruti Celerio,2016,97383,2,PETROL,WB-12,Manual,HatchBack,285000
2112,Renault Kwid,2017,62826,1,PETROL,HR-12,Manual,HatchBack,267000
2113,Skoda Rapid,2021,76654,1,DIESEL,TS-07,Automatic,Sedan,1012000
2114,Honda Amaze,2015,91771,2,DIESEL,MH-15,Manual,Sedan,488000
2115,Ford New Figo,2021,13923,1,PETROL,TN-07,Automatic,HatchBack,817000
2116,Tata TIGOR,2018,65411,1,DIESEL,BR-01,Manual,Sedan,491000
2117,Maruti Dzire,2018,62543,1,PETROL,UP-25,Manual,Sedan,366000
2118,Maruti Baleno,2020,60058,1,PETROL,KA-03,Manual,HatchBack,676000
2119,Ford Ecosport,2018,77819,2,DIESEL,WB-44,Manual,SUV,737000
2120,Maruti Celerio X,2019,85140,1,PETROL,TN-20,Manual,HatchBack,421000
2121,Maruti Alto 800,2012,35007,2,PETROL,AP-28,Manual,HatchBack,259000
2122,Maruti Swift,2019,89899,1,PETROL,TS-09,Automatic,HatchBack,711000
2123,Renault Kwid,2021,17847,1,PETROL,DL-10,Automatic,HatchBack,531000
2124,Maruti Swift Dzire,2015,25960,1,PETROL,GJ-01,Automatic,Sedan,968000
2125,Tata NEXON,2019,33978,1,PETROL,HR-26,Automatic,SUV,853000
2126,Maruti New Wagon-R,2020,67846,1,PETROL,UP-32,Manual,HatchBack,474000
2127,Datsun Redi Go,2021,13454,1,PETROL,HR-51,Manual,HatchBack,362000
2128,Honda Brio,2014,50650,2,PETROL,WB-08,Manual,HatchBack,275000
2129,Hyundai Eon,2017,90153,1,PETROL,KA-04,Manual,HatchBack,295000
2130,Maruti Ciaz,2018,52130,1,PETROL,WB-02,Manual,Sedan,626000
2131,Maruti Swift,2017,69895,1,PETROL,GJ-23,Manual,HatchBack,479000
2132,Hyundai i10,2011,54682,1,PETROL,DL-12,Manual,HatchBack,241000
2133,Mahindra Thar,2021,5097,2,PETROL,GJ-03,Automatic,SUV,1547000
2134,Maruti Dzire,2019,44546,1,PETROL,DL-5C,Manual,Sedan,635000
2135,Maruti Swift,2012,116973,1,PETROL,,Manual,HatchBack,316000
2136,Tata NEXON,2021,31793,1,DIESEL,KA-03,Automatic,SUV,1295000
2137,Mahindra XUV500,2017,30728,1,DIESEL,KA-03,Automatic,Lux_SUV,1531000
2138,Toyota Innova Crysta,2018,81300,1,DIESEL,MH-05,Manual,SUV,1713000
2139,Volkswagen Polo,2019,58031,1,PETROL,MH-12,Manual,HatchBack,639000
2140,Hyundai Eon,2016,8187,2,PETROL,KA-41,Manual,HatchBack,366000
2141,Mahindra XUV500,2016,54628,2,DIESEL,KA-05,Manual,Lux_SUV,1012000
2142,Ford Ecosport,2017,52450,2,PETROL,HR-26,Manual,SUV,551000
2143,Maruti Alto 800,2016,40133,3,PETROL,TN-33,Manual,HatchBack,277000
2144,Maruti Vitara Brezza,2018,36428,1,DIESEL,HR-10,Automatic,SUV,779000
2145,Datsun Go,2016,42285,1,PETROL,BR-01,Manual,HatchBack,203000
2146,Maruti Baleno,2020,35053,1,PETROL,DL-3C,Manual,HatchBack,655000
2147,Maruti Swift Dzire,2015,56389,2,PETROL,DL-3C,Automatic,Sedan,316000
2148,Toyota YARIS,2021,58989,1,PETROL,DL-14,Automatic,Sedan,913000
2149,Maruti Dzire,2019,35146,1,PETROL,KA-41,Automatic,Sedan,731000
2150,Hyundai Elite i20,2019,62596,1,PETROL,PB-91,Manual,HatchBack,685000
2151,Maruti S Cross,2020,26852,1,PETROL,TS-07,Manual,SUV,1019000
2152,Honda City,2015,13681,1,PETROL,TN-12,Manual,Sedan,926000
2153,Maruti Alto K10,2011,84199,2,PETROL,HR-26,Manual,HatchBack,168000
2154,Honda Jazz,2022,11077,1,PETROL,HR-98,Automatic,HatchBack,830000
2155,Maruti New Wagon-R,2019,38201,1,PETROL,PB-70,Manual,HatchBack,510000
2156,Hyundai i20,2013,62091,3,PETROL,DL-3C,Manual,HatchBack,290000
2157,Maruti Baleno,2017,44339,1,PETROL,TS-08,Manual,HatchBack,658000
2158,Honda WR-V,2017,87581,1,PETROL,DL-3C,Manual,SUV,613000
2159,Maruti Swift Dzire,2010,38464,2,PETROL,TN-72,Automatic,Sedan,1049000
2160,Hyundai ALCAZAR,2021,30111,1,DIESEL,TS-07,Manual,SUV,1877000
2161,Hyundai VENUE,2021,13241,1,PETROL,PB-70,Automatic,SUV,1118000
2162,Renault Kwid,2017,28675,1,PETROL,GJ-05,Automatic,HatchBack,337000
2163,Hyundai Grand i10,2017,86527,1,PETROL,UP-80,Manual,HatchBack,446000
2164,Maruti Wagon R 1.0,2018,66438,1,CNG,HR-26,Manual,HatchBack,424000
2165,Maruti Alto K10,2018,24379,1,PETROL,TS-11,Manual,HatchBack,356000
2166,Honda Amaze,2013,95303,1,PETROL,GJ-05,Manual,Sedan,674000
2167,Volkswagen Polo,2013,61360,1,PETROL,MH-01,Automatic,HatchBack,467000
2168,Maruti Baleno,2021,61289,1,PETROL,GJ-27,Manual,HatchBack,696000
2169,Honda Amaze,2019,48162,1,PETROL,HR-51,Manual,Sedan,566000
2170,Honda Amaze,2018,70968,1,PETROL,KA-03,Manual,Sedan,617000
2171,Honda City,2016,61813,3,PETROL,MH-47,Automatic,Sedan,603000
2172,Ford Ecosport,2017,85982,2,PETROL,TN-01,Automatic,SUV,694000
2173,Maruti Wagon R 1.0,2015,79769,1,CNG,MH-47,Manual,HatchBack,353000
2174,Hyundai Elite i20,2017,93975,1,PETROL,KA-03,Manual,HatchBack,699000
2175,Hyundai Creta,2022,4164,1,DIESEL,MH-14,Manual,SUV,1449000
2176,Honda Brio,2015,73634,1,PETROL,KA-05,Manual,HatchBack,413000
2177,Maruti Swift Dzire,2012,50816,2,PETROL,KA-09,Automatic,Sedan,797000
2178,Maruti A Star,2010,49743,1,PETROL,MH-03,Manual,HatchBack,164000
2179,Volkswagen Ameo,2017,114844,1,PETROL,,Manual,Sedan,591000
2180,Maruti Baleno,2019,57203,1,PETROL,UP-78,Manual,HatchBack,610000
2181,Honda Civic,2019,113624,1,DIESEL,GJ-01,Manual,Sedan,631000
2182,Maruti Dzire,2017,53119,1,PETROL,DL-1C,Manual,Sedan,502000
